1367488,10734,1268664.418860000092536,232400.920990000013262,28732,13,35125,MGNL-QA,8TH AVE N AND ALOHA ST,0,"(47.62713378400008, -122.34101985599995)", ,NONE
1367489,3632,1266995.653679999988526,261529.447870000003604,36414,13,225726,NW,FREMONT AVE N AND N 107TH N ST,0,"(47.70688388600007, -122.35011406299998)", ,NONE
1367490,15977,1277558.834229999920353,205467.45741000000271,33351,13,65701,GRDWM,BEACON WR AVE S AND S BRANDON ST,2,"(47.55378140300007, -122.302870757)", ,NONE
1367491,3229,1276534.79046000004746,264589.937860000005458,36715,13,227529,N,PINEHURST WAY NE AND NE 120TH ST,0,"(47.715781426000035, -122.31161592499996)", ,NONE
1367492,18229,1274356.265780000016093,194314.220919999992475,35126,13,78313,GRDWM,14TH AVE S AND S HENDERSON ST,1,"(47.52304218100005, -122.31496810799996)", ,CITY
1367493,10121,1265118.423849999904633,235270.268320000002859,28152,13,29755,MGNL-QA,1ST AVE N AND BLAINE ST,0,"(47.634807178000074, -122.35562750099996)", ,NONE
1367494,4713,1280225.953599999891594,256246.346430000005057,37664,13,234324,NE,30TH AVE NE AND NE 89TH ST,0,"(47.69310515300003, -122.295979924)", ,NONE
1367495,9282,1261915.04515999997966,238535.540650000009919,27891,13,28543,MGNL-QA,9TH AVE W AND W BOTHWELL ST,0,"(47.64358265100003, -122.36888193399994)", ,NONE
1367496,9374,1272508.910639999900013,238184.070310000010068,28300,13,30515,LKUN,EASTLAKE AVE E AND E ROANOKE ST,1,"(47.643190643000025, -122.32588681199996)", ,CITY
1367497,18673,1255083.156509999884292,191860.771450000000186,38057,13,300517,SW,47TH AVE SW AND SW 98TH ST,0,"(47.515273482000055, -122.39275427799998)", ,NONE
1367498,3342,1282353.232189999893308,263731.905220000015106,36814,13,228520,N,38TH AVE NE AND NE 117TH W ST,0,"(47.713733510000054, -122.28791810399997)", ,NONE
1367499,15609,1274061.758769999956712,207040.56718000001274,33078,13,64121,GRDWM,12TH AVE S AND S SHELTON ST,0,"(47.557909324000036, -122.31715288999999)", ,NONE
1367500,17225,1285457.499709999887273,199430.364540000009583,34469,13,73322,SE,RAINIER AVE S AND S GARDEN ST,1,"(47.537642625000046, -122.27043296199997)", ,NONE
1367501,10493,1282472.656190000008792,233538.696870000014314,29415,13,38518,E,E LEE ST AND E MADISON ST,2,"(47.630980247000025, -122.28511944799999)", ,NONE
1367502,12530,1277520.224570000078529,222445.526680000009947,30767,13,45558,CNTRL,S MAIN ST AND DEAD END 4,0,"(47.60031611200003, -122.30434124499999)", ,NONE
1367503,6133,1263224.864039999898523,250332.98066000000108,25250,13,12112,BLRD-NW,7TH AVE NW AND NW 65TH E ST,2,"(47.67599028700005, -122.36452167299996)", ,NONE
1367504,14401,1279588.018239999888465,212261.593229999998584,32429,13,58136,SE,CLAREMONT AVE S AND S WALDEN ST,0,"(47.57251003500005, -122.29517736399998)", ,NONE
1367505,13184,1276704.235829999903217,218120.211349999997765,31519,13,52506,GRDWM,VALENTINE PL S AND S MASSACHUSETTS ST,3,"(47.58841767100006, -122.30731229399998)", ,NONE
1367506,9728,1255933.602590000024065,236926.121639999997569,27681,13,27704,MGNL-QA,28TH AVE W AND W LYNN S ST,3,"(47.63884159600008, -122.39300922999996)", ,NONE
1367507,17936,1259812.933669999940321,195851.193469999998342,34930,13,76516,DLRD,32ND AVE SW AND SW CLOVERDALE ST,0,"(47.52647212100004, -122.37394155199996)", ,NONE
1367508,10641,1275695.693369999993593,232834.564509999996517,28957,13,36117,E,15TH AVE E AND E PROSPECT N ST,2,"(47.62869644600005, -122.31254455599998)", ,NONE
1367509,3958,1264015.910699999891222,259707.166649999999208,37121,13,231128,NW,4TH AVE NW AND HOLMAN RD NW,1,"(47.70172748600004, -122.362067148)", ,NONE
1367510,7042,1283465.304130000062287,247229.255600000004051,26219,13,16537,NE,43RD AVE NE AND NE 55TH ST,3,"(47.668557348000036, -122.28213956999997)", ,NONE
1367511,13430,1273202.723890000022948,216784.463510000001406,31272,13,51253,GRDWM,AIRPORT WAY S AND S HILL ST,1,"(47.584571682000046, -122.32139432199995)", ,NONE
1367512,12178,1270947.529270000057295,224587.31382000001031,29954,13,40752,DWNTN,5TH AVE AND MARION ST,2,"(47.60583916300004, -122.33114608099999)", ,CITY
1367513,5104,1268238.256180000025779,254493.403060000011465,24277,13,4516,NW,AURORA AVE N AND N 81ST ST,1,"(47.68766544600004, -122.34450696399995)", ,NONE
1367514,9572,1273614.415409999899566,237492.29405999998562,28222,13,30147,E,BROADWAY E AND E MILLER ST,0,"(47.64135318900003, -122.32134878599999)", ,NONE
1367515,2892,1274660.571449999930337,267288.71341000002576,35884,13,220320,N-NW,NE 130TH ST AND DEAD END 1,0,"(47.72307973300008, -122.31943981299997)", ,NONE
1367516,15387,1279536.313920000102371,208013.054089999990538,32501,13,58385,GRDWM,S ALASKA PL AND S ALASKA ST,1,"(47.56086211000007, -122.295059891)", ,NONE
1367517,11768,1273230.808630000101402,227059.110810000012862,29756,13,40132,E,HARVARD AVE AND SENECA ST,2,"(47.612735748000034, -122.32208590399995)", ,NONE
1367518,4434,1270269.193269999930635,257479.554490000009537,37332,13,232316,NW,WALLINGFORD AVE N AND N 92ND ST,2,"(47.69595939300007, -122.33649955599998)", ,NONE
1367519,12043,1280208.007230000104755,225371.715480000013486,30068,13,41328,CNTRL,30TH AVE AND E ARLINGTON PL,0,"(47.60847710300004, -122.29367394599996)", ,NONE
1367520,10950,1281337.287740000057966,231357.61577999999281,29447,13,38559,E,33RD AVE E AND E MERCER ST,0,"(47.62494310100004, -122.28955591999994)", ,NONE
1367521,18943,1259710.112040000036359,190520.392060000012862,38096,13,301529,SW,33RD AVE SW AND SW 102ND W ST,0,"(47.51185505900003, -122.37392573099999)", ,NONE
1367522,3142,1277959.332919999957085,265204.481480000016745,36708,13,227522,N,22ND AVE NE AND NE 123RD ST,0,"(47.71754074300003, -122.30587785399996)", ,NONE
1367523,5445,1260921.683500000042841,253025.810869999986608,24160,13,3710,BLRD,14TH AVE NW AND NW 75TH W ST,0,"(47.68324515200004, -122.37408763999997)", ,NONE
1367524,17164,1278589.628470000112429,199830.96306999999797,34369,13,72451,GRDWM,MILITARY RD S AND DEAD END 1,0,"(47.53838568300006, -122.29826267399994)", ,NONE
1367525,14382,1263564.914219999918714,212326.429070000012871,270152,13,55271,SW,CHELAN SR AVE SW AND DELRIDGE WAY SW,1,"(47.57183485100006, -122.36008114599997)", ,NONE
1367526,8168,1274602.278450000099838,243369.302449999988312,27093,13,23133,NE,ROOSEVELT WAY NE AND NE 42ND S ST,1,"(47.65751422500006, -122.31780212899997)", ,CITY
1367527,5667,1274245.782580000115559,252118.650289999990491,24514,13,5456,NE,NE 73RD ST OFF RP AND NE LAKE CITY WY OFF RP,5,"(47.68147709400006, -122.31993419699995)", ,NONE
1367528,3089,1262281.986349999904633,265629.199039999977686,36272,13,224502,NW,10TH AVE NW AND NW 122ND ST,0,"(47.71786474400005, -122.36958761099999)", ,NONE
1367529,14001,1281202.908479999983683,213854.615699999994831,30871,13,46731,SE,35TH AVE S AND S MOUNT BAKER EB BV,3,"(47.57696041600008, -122.28875848099995)", ,NONE
1367530,15317,1274356.223290000110865,208416.658059999987017,32317,13,57346,GRDWM,13TH AVE S AND S SNOQUALMIE ST,0,"(47.56169672400006, -122.31606790899997)", ,NONE
1367531,3893,1263694.500139999901876,260085.215930000005756,37139,13,231254,NW,6TH AVE NW AND NW 100TH PL,3,"(47.70274618600007, -122.36340272099994)", ,NONE
1367532,15562,1257187.400230000028387,207219.944580000010319,32771,13,61112,SW,42ND AVE SW AND SW HUDSON ST,0,"(47.557488540000065, -122.38549435299996)", ,NONE
1367533,10094,1254875.222820000024512,235348.944809999986319,27736,13,27766,MGNL-QA,31ST AVE W AND W HAYES ST,0,"(47.634459795000055, -122.39717142899997)", ,NONE
1367534,5662,1265531.071280000032857,252134.56940000000759,24320,13,4709,NW,GREENWOOD AVE N AND N 72ND N ST,2,"(47.681053751000036, -122.35530682499996)", ,NONE
1367535,7068,1264457.263400000054389,247134.517430000007153,25322,13,12322,NW,2ND AVE NW AND NW 53RD W ST,0,"(47.66729058300007, -122.35926271399995)", ,NONE
1367536,17367,1269515.025459999917075,198663.718270000012126,34114,13,70463,DLRD,2ND AV SW OFF RP AND SR509 SB,1,"(47.53470682200003, -122.33490161499998)", ,NONE
1367537,3523,1283404.622140000108629,262408.078779999981634,36836,13,228712,N,ALTON AVE NE AND NE 113TH ST,0,"(47.71015930900006, -122.28354665399996)", ,NONE
1367538,7062,1286559.720260000089183,247149.725360000011278,26141,13,16302,NE,NE 55TH ST AND DEAD END 2,0,"(47.668498363000026, -122.26957675499995)", ,NONE
1367539,6000,1265503.634480000007898,250941.262519999989308,24350,13,4739,NW,GREENWOOD AVE N AND N 67TH ST,0,"(47.67778147200005, -122.35532238399998)", ,NONE
1367540,8543,1275399.661619999911636,242148.114349999988917,287158,13,23470,NE,BROOKLYN AVE NE AND BURKE GILMAN TRL,0,"(47.654209094000066, -122.31447179599996)", ,NONE
1367541,12221,1273507.629359999904409,224314.248599999991711,29818,13,40346,E,BROADWAY AND TERRACE ST,2,"(47.60522681700007, -122.32074874099999)", ,NONE
1367542,9134,1266710.234410000033677,239216.504489999992074,28058,13,29514,MGNL-QA,4TH AVE N AND DEXTER S AVE N,2,"(47.64570977100004, -122.34948774899999)", ,NONE
1367543,9154,1261534.99729000008665,239071.586470000009285,27880,13,28527,MGNL-QA,10TH PL W AND W ARMOUR ST,0,"(47.645031122000034, -122.37046677799998)", ,NONE
1367544,4691,1275569.994290000060573,256328.123320000013337,37535,13,233326,N,12TH AVE NE AND NE 89TH ST,0,"(47.69308515000006, -122.31488838899998)", ,NONE
1367545,8928,1272900.2084399999585,240350.108840000000782,27277,13,23728,LKUN,FAIRVIEW AVE E AND E ALLISON ST,0,"(47.64914848800004, -122.32447001099996)", ,NONE
1367546,2596,1277695.396919999970123,269845.222339999978431,36091,13,221521,N,20TH AVE NE AND NE 140TH ST,0,"(47.73024704800008, -122.30731094599997)", ,NONE
1367547,11905,1271864.802099999971688,226197.285789999994449,29908,13,40704,E,SENECA ST AND TERRY AVE,2,"(47.610300933000076, -122.32755514099995)", ,NONE
1367548,18042,1283771.392579999985173,195257.792639999999665,35253,13,80154,SE,RENTON AVE S AND S CLOVERDALE ST,2,"(47.526119046000076, -122.27694093599996)", ,CITY
1367549,13204,1255691.097379999933764,217968.732560000004014,31142,13,48652,SW,SW HOLGATE ST AND DEAD END 1,0,"(47.58686731300003, -122.39243492099996)", ,NONE
1367550,9196,1264882.624559999909252,238981.071529999986524,27771,13,28115,MGNL-QA,ARMOUR ST AND QUEEN ANNE AVE N,0,"(47.64496551500008, -122.35688165599998)", ,NONE
1367551,10373,1274222.088759999955073,234173.983139999996638,28945,13,36102,E,E GALER ST AND DEAD END,0,"(47.63228995900005, -122.31862445599995)", ,NONE
1367552,8281,1260836.659750000108033,242909.98621999999159,26726,13,21520,MGNL-QA,13TH AVE W AND W NICKERSON ST,1,"(47.65551366400007, -122.37361083699994)", ,NONE
1367553,6757,1265150.657319999998435,248216.651699999987613,25287,13,12151,NW,PALATINE PL N AND N 57TH ST,0,"(47.67029431200007, -122.35653605199997)", ,NONE
1367554,18004,1258472.442659999942407,195491.638650000008056,34712,13,75161,SW,37TH AVE SW AND SW DONOVAN ST,0,"(47.52541290900007, -122.37933690199998)", ,NONE
1367555,17717,1285818.369350000051782,197034.758780000003753,35408,13,81503,SE,WOLCOTT AVE S AND DEAD END 1 ,0,"(47.53109469900005, -122.26879138099997)", ,NONE
1367556,3464,1267006.655789999989793,262854.322370000008959,36397,13,225709,NW,FREMONT AVE N AND N 112TH ST,0,"(47.71051589100006, -122.35017544199997)", ,NONE
1367557,13821,1277874.24441000004299,214724.378770000010263,31673,13,52787,GRDWM,S LANDER ST AND DEAD END 1 ,0,"(47.57917105700005, -122.30230921599997)", ,NONE
1367558,7306,1272340.396080000093207,246143.120300000009593,25870,13,14725,LKUN-NW,2ND AVE NE AND NE 50TH ST,1,"(47.66499719800004, -122.32719698599999)", ,NONE
1367559,14842,1259569.683750000083819,211007.298700000013923,31874,13,54301,SW,35TH AVE SW AND SW ANDOVER S ST,3,"(47.568000761000064, -122.37615567099999)", ,NONE
1367560,7574,1271889.388079999946058,245281.451949999987846,25879,13,14735,LKUN,EASTERN AVE N AND N 46TH ST,0,"(47.662611378000065, -122.32895901599994)", ,NONE
1367561,10870,1274071.91761999996379,231647.448230000009062,28983,13,36143,E,FEDERAL AVE E AND E ROY ST,0,"(47.62535683600004, -122.31903558799996)", ,NONE
1367562,10148,1272615.402040000073612,235144.864419999998063,28329,13,30719,LKUN,EASTLAKE AVE E AND E BLAINE ST,1,"(47.63486592400005, -122.32521590599998)", ,NONE
1367563,15642,1287085.555519999936223,206926.75700000001234,33665,13,67509,SE,55TH AVE S AND S FERDINAND ST,0,"(47.55827352400007, -122.26440740499999)", ,NONE
1367564,10616,1281048.424000000115484,233033.541789999988396,29426,13,38533,E,32ND AVE E AND E HIGHLAND DR,0,"(47.62952181800006, -122.29085581699997)", ,NONE
1367565,12891,1257279.91402000002563,219776.689299999998184,35562,13,147309,SW,CALIFORNIA AVE SW AND SW DONALD ST,3,"(47.59191085700007, -122.38614580499996)", ,NONE
1367566,2668,1277686.833210000069812,269180.989639999985229,36096,13,221526,N,20TH AVE NE AND NE 137TH ST,0,"(47.728425953000055, -122.30729404599998)", ,NONE
1367567,6763,1252198.500639999983832,248200.791729999997187,25057,13,10149,MGNL-QA,40TH AVE W AND W SHERIDAN ST,0,"(47.66953595100006, -122.40909301999994)", ,NONE
1367568,11713,1265815.422000000020489,227422.447259999986272,29695,13,39550,DWNTN,ALASKAN WAY AND VINE ST,1,"(47.61333441700003, -122.35217287999996)", ,HALFPED
1367569,13194,1278190.140989999985322,218065.473939999996219,31405,13,52111,SE,24TH AVE S AND S MASSACHUSETTS ST,3,"(47.588345496000045, -122.30128775499998)", ,NONE
1367570,3643,1279488.620859999908134,261459.181760000006761,36673,13,227328,N,27TH AVE NE AND NE 108TH PL,0,"(47.70735499400007, -122.29937653699994)", ,NONE
1367571,18994,1260262.426919999998063,190294.539889999985462,38093,13,301526,SW,31ST AVE SW AND SW 103RD ST,0,"(47.511266299000056, -122.37167302499995)", ,NONE
1367572,3280,1264395.958060000091791,264243.02791000000434,36228,13,224121,NW,3RD AVE NW AND NW 117TH ST,2,"(47.71418069500004, -122.36088963299994)", ,NONE
1367573,10333,1266162.863150000106543,234338.443679999996675,28821,13,35511,MGNL-QA,3RD AVE N AND GALER ST,0,"(47.63230964600007, -122.35131757499994)", ,NONE
1367574,8439,1272637.023800000082701,242449.513899999990826,27244,13,23566,LKUN,LATONA AVE NE AND NE PACIFIC ST,1,"(47.65488891200005, -122.32570273399995)", ,NONE
1367575,8458,1284051.125819999957457,242379.337129999999888,27362,13,25170,NE,45TH AVE NE AND NE 38TH ST,0,"(47.655293924000034, -122.27939252899995)", ,NONE
1367576,10445,1265213.813289999961853,233879.239590000011958,28828,13,35519,MGNL-QA,LEE ST AND TOWER PL,0,"(47.630999607000035, -122.35512911999996)", ,NONE
1367577,14076,1271247.81343000009656,213539.617930000007618,31382,13,51722,GRDWM,4TH AVE S AND S HANFORD ST,1,"(47.57557374700008, -122.32905868199998)", ,NONE
1367578,10971,1273594.126900000032037,231259.813540000002831,28994,13,36306,E,BROADWAY E AND E MERCER ST,2,"(47.624269036000044, -122.32094238999997)", ,CITY
1367579,14557,1271612.574000000022352,212017.166989999997895,32366,13,57663,GRDWM,5TH AVE S AND S SPOKANE SR ST,2,"(47.571420173000035, -122.327461444)", ,CITY
1367580,10497,1273558.798130000010133,233530.341030000010505,28952,13,36112,E,BROADWAY E AND E HIGHLAND DR,0,"(47.63049062600004, -122.32126363499998)", ,NONE
1367581,12054,1274832.526129999896511,225319.881629999988945,29794,13,40320,CNTRL,13TH AVE AND E CHERRY ST,2,"(47.60805331100005, -122.31545756699995)", ,NONE
1367582,8428,1258960.194600000046194,242479.26545000000624,26483,13,20413,MGNL-QA,FISHERMAN TERM DR AND W EMERSON PL,1,"(47.65422987800008, -122.38118804699997)", ,CITY
1367583,10933,1279620.93625000002794,231465.619869999994989,29233,13,37152,CNTRL-E,28TH AVE E AND E ROY ST,0,"(47.62514989400006, -122.29652312299999)", ,NONE
1367584,8490,1266004.891180000035092,242307.139499999990221,27056,13,22852,LKUN,DAYTON AVE N AND N 39TH W ST,2,"(47.65414292500003, -122.35259614399996)", ,NONE
1367585,14198,1279229.410110000055283,213019.850130000006175,32402,13,58103,SE,M L KING JR ER WAY S AND S HANFORD S ST,1,"(47.574569731000054, -122.29668826899996)", ,CITY
1367586,14254,1279180.366390000097454,212822.292879999993602,32409,13,58112,GRDWM,M L KING JR WR WAY S AND S HORTON ST,1,"(47.57402567100007, -122.29687170199998)", ,NONE
1367587,14329,1279214.363450000062585,212549.173650000011548,32418,13,58121,SE,M L KING JR ER WAY S AND S BYRON ST,1,"(47.573278825000045, -122.29671295799994)", ,NONE
1367588,2460,1283322.193729999940842,271013.689550000010058,38443,13,222501,N,RIVIERA PL NE AND CITY LIMITS,0,"(47.73374294900003, -122.28454052299998)", ,NONE
1367589,10649,1276337.742390000028536,232817.362079999991693,29314,13,37519,E,17TH AVE E AND E PROSPECT ST,0,"(47.62868309500004, -122.30993987699998)", ,NONE
1367590,9692,1264176.352810000069439,237036.400809999991907,27816,13,28303,MGNL-QA,W MCGRAW PL AND W MCGRAW E ST,2,"(47.639596907000055, -122.35958981199997)", ,NONE
1367591,15061,1282322.775360000086948,209902.733189999999013,32700,13,59720,SE,39TH AVE S AND S DAKOTA ST,0,"(47.56618625800007, -122.28392041899997)", ,NONE
1367592,13594,1274516.126260000048205,215958.334100000007311,31338,13,51462,GRDWM,13TH AVE S AND DEAD END 1,0,"(47.58237677100004, -122.31600884999995)", ,NONE
1367593,5247,1283069.889089999953285,253840.923060000000987,24902,13,7521,NE,41ST AVE NE AND NE 80TH ST,0,"(47.68665948900008, -122.28425000599998)", ,NONE
1367594,17124,1279035.475510000018403,200033.435009999986505,34344,13,72302,GRDWM,BEACON WR AVE S AND S MYRTLE ST,1,"(47.538963910000064, -122.296473591)", ,CITY
1367595,17513,1255222.732319999951869,197975.665279999986524,34771,13,75506,SW,FAUNTLEROY WAY SW AND SW KENYON PL,2,"(47.532041725000056, -122.39269094499997)", ,HALFPED
1367596,11630,1278996.110140000004321,227883.77846000000136,30002,13,41125,CNTRL,26TH AVE AND E PINE ST,0,"(47.61529950100004, -122.29877988599998)", ,NONE
1367597,9535,1253980.212259999942034,237580.275620000000345,27491,13,26175,MGNL-QA,34TH AVE W AND W SMITH S ST,2,"(47.64052577700005, -122.40098512299994)", ,NONE
1367598,6933,1269446.937390000093728,247579.80484999998589,25507,13,13309,LKUN-NW,ASHWORTH AVE N AND N 55TH ST,0,"(47.66878051700007, -122.33905137999994)", ,NONE
1367599,16602,1276624.869690000079572,202551.361160000000382,34387,13,72654,GRDWM,SWIFT AVE S AND SWIFT AV OFF RP,1,"(47.54573946100004, -122.30642626099996)", ,NONE
1367600,10434,1282918.094139999942854,233965.784229999990202,29410,13,38503,E,E GALER ST AND E MADISON ST,2,"(47.632173916000056, -122.28334585799996)", ,NONE
1367601,10502,1274078.679350000107661,233519.748519999993732,28950,13,36110,E,FEDERAL AVE E AND E HIGHLAND DR,0,"(47.63048912700003, -122.31915475599999)", ,NONE
1367602,6047,1283825.019199999980628,250657.762229999992996,24969,13,7751,NE,44TH AVE NE AND 44TH PL NE,0,"(47.67797343800004, -122.28094162499997)", ,NONE
1367603,5431,1258932.430889999959618,253049.557180000003427,23900,13,2306,BLRD,20TH AVE NW AND NW 75TH ST,0,"(47.683200775000046, -122.38216379499994)", ,NONE
1367604,10155,1277778.848059999989346,235094.321830000000773,28461,13,31759,E,21ST AVE E AND INTERLAKEN N PL E,0,"(47.634999864000065, -122.30427305499995)", ,NONE
1367605,15991,1286131.951170000014827,205422.209410000010394,33682,13,67531,SE,52ND AVE S AND S MAYFLOWER ST,0,"(47.55410085800003, -122.26815522999999)", ,NONE
1367606,9997,1272760.400439999997616,235835.579809999995632,28319,13,30708,LKUN,FRANKLIN AVE E AND E NEWTON ST,0,"(47.63676686100007, -122.32468219499998)", ,NONE
1367607,10756,1270801.448749999981374,232286.700450000003912,29099,13,36533,LKUN,ALOHA ST AND MINOR AVE N,0,"(47.626935151000055, -122.33234604699999)", ,NONE
1367608,6157,1265489.489959999918938,250292.298929999989923,24362,13,4751,NW,GREENWOOD AVE N AND N 65TH ST,3,"(47.67600193000004, -122.35532769299999)", ,NONE
1367609,18551,1262062.405419999966398,192483.148669999995036,34903,13,76348,DLRD,25TH AVE SW AND SW ROXBURY ST,1,"(47.51736356600003, -122.36456731999999)", ,NONE
1367610,14536,1269310.95121999992989,212047.800719999999274,32186,13,56260,GRDWM,COLORADO AVE S AND S SPOKANE SR ST,2,"(47.57138125700004, -122.33678601799994)", ,NONE
1367611,15303,1258873.354529999895021,208496.768390000012005,31922,13,54350,SW,37TH AVE SW AND SW ALASKA ST,2,"(47.56108124800005, -122.37877155299998)", ,NONE
1367612,17895,1258484.500520000001416,196034.476410000002943,34694,13,75139,SW,37TH AVE SW AND SW TILLMAN ST,0,"(47.526901458000054, -122.37933224299996)", ,NONE
1367613,3744,1267654.650669999886304,260850.825660000002244,36425,13,225737,NW,LINDEN AVE N AND N 105TH ST,1,"(47.70505939000003, -122.34738378199995)", ,NONE
1367614,4297,1269221.691949999891222,258169.66547000000719,37323,13,232307,NW,INTERLAKE AVE N AND N 95TH ST,0,"(47.697794789000056, -122.34080725499996)", ,NONE
1367615,11557,1280580.68640000000596,228267.878300000011222,29997,13,41120,CNTRL,31ST AVE AND E OLIVE ST,0,"(47.616434853000044, -122.29238599499996)", ,NONE
1367616,4581,1268270.673710000002757,256871.582140000013169,37340,13,232324,NW,AURORA AVE N AND N 90TH ST,1,"(47.69418567000008, -122.34456497099995)", ,CITY
1367617,6107,1257543.986719999928027,250431.632049999985611,23943,13,2349,BLRD,24TH AVE NW AND NW 65TH ST,2,"(47.675948498000025, -122.38758472899997)", ,CITY
1367618,11943,1282271.810370000079274,226022.926999999996042,30287,13,42585,CNTRL,RANDOLPH AVE AND E MARION ST,0,"(47.61036912700007, -122.28535877399997)", ,NONE
1367619,11212,1281464.256060000043362,230029.06307000000379,29473,13,38739,CNTRL,34TH AVE E AND 35TH N AVE E,0,"(47.62130812500004, -122.28893923399994)", ,NONE
1367620,3815,1283556.473410000093281,260408.895419999986188,36860,13,228744,N,42ND AVE NE AND NE 105TH ST,0,"(47.70468740300004, -122.28277703299995)", ,NONE
1367621,6266,1259677.391400000080466,249878.807479999988573,25118,13,11111,BLRD,17TH AVE NW AND NW 63RD ST,0,"(47.67455103000003, -122.37888155699994)", ,NONE
1367622,15270,1284629.181499999947846,208669.552779999998165,32596,13,59337,SE,47TH AVE S AND S OREGON ST,0,"(47.56292489200007, -122.27448615099996)", ,NONE
1367623,6871,1258834.132010000059381,247752.245939999993425,25152,13,11304,BLRD,20TH AVE NW AND NW MARKET ST,2,"(47.66867579900003, -122.38212999699999)", ,CITY
